best_final_loss,mean_sampled_loss,median_sampled_loss,median_top_loss_k,unique_states,mean_hamming_top_unique,method,seed_index
0.31571131555686865,0.4312902365136293,0.43833594010161253,0.33761869806571254,100,5.684210526315789,GFN,0
0.2955614195324872,0.3313716200985457,0.3117954765354626,0.296248620530535,1380,2.110526315789474,TPE,0
0.3042305242599406,0.4405543723716182,0.4495198963965832,0.3097934539854832,5097,6.157894736842105,Random,0
0.3101920619039789,0.4346025353427999,0.44782139906547525,0.3331425111059322,100,5.626315789473685,GFN,1
0.30146683614160413,0.33559901165529443,0.3125400937539809,0.3030078113989168,1424,3.2578947368421054,TPE,1
0.3017740872734749,0.44110626063538644,0.4497147113197708,0.30652467650998577,5099,5.963157894736842,Random,1
0.3219520306904469,0.43603552787778055,0.4484249007384328,0.33080703968340813,100,6.052631578947368,GFN,2
0.29566283030899815,0.3315204936948902,0.3116333679473032,0.296248620530535,1789,2.3526315789473684,TPE,2
0.30346991782306115,0.44021541429107724,0.44868366525052317,0.30826492600109134,5100,6.010526315789473,Random,2
