best_final_loss,mean_sampled_loss,median_sampled_loss,median_top_loss_k,unique_states,mean_hamming_top_unique,method,seed_index
0.30849209351592893,0.42234044892154665,0.43602561090440783,0.3144580574420065,99,5.110526315789474,GFN,0
0.30842679347332114,0.366115502962785,0.3397262026468074,0.31336504123965514,72,4.363157894736842,TPE,0
0.3326208614209348,0.4413217663810848,0.4475413718923367,0.3664741352173394,100,7.663157894736842,Random,0
0.3101920619039789,0.4376366776160589,0.45017431556387255,0.33227509329617744,99,5.61578947368421,GFN,1
0.31105850161134,0.3724575787393259,0.3520815414174565,0.31829142182666026,75,3.957894736842105,TPE,1
0.31732235975039713,0.4388545834080926,0.4499345957672692,0.3493151424224732,100,7.647368421052631,Random,1
0.3163357627879419,0.43454061937103977,0.44462967910677875,0.3280773453726806,100,5.521052631578947,GFN,2
0.30487492448069753,0.36661886971940694,0.34231559683695684,0.31299863253221827,71,3.957894736842105,TPE,2
0.2972186280015608,0.4335852244324157,0.44062077857466586,0.35120987228625866,100,7.342105263157895,Random,2
