state_key,loss,n_cycles,step_fraction,decay_factor,beta,loss_type,huber_delta,relative_floor_frac,relative_floor_abs,fake_data
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__higher_resp_cost|canopy__decrease|photo__none|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__lower_sensitivity,4.443130612059673,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__higher_resp_cost|canopy__increase|photo__decrease|temp_inhib__shift_cold|temp_dev__lower_sensitivity|biomass__lower_sensitivity,0.6783533317822471,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__higher_resp_cost|canopy__increase|photo__increase|temp_inhib__shift_cold|temp_dev__increase|biomass__higher_resp_cost,0.8474162286554426,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__higher_resp_cost|canopy__none|photo__none|temp_inhib__widen_optimum|temp_dev__decrease|biomass__more_veg_growth,1.225090583685439,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__higher_sensitivity|canopy__none|photo__higher_sensitivity|temp_inhib__none|temp_dev__decrease|biomass__higher_sensitivity,1.284680700578734,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__lower_resp_cost|canopy__decrease|photo__higher_sensitivity|temp_inhib__shift_cold|temp_dev__higher_sensitivity|biomass__more_veg_growth,0.8986409698167073,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__lower_resp_cost|canopy__decrease|photo__lower_sensitivity|temp_inhib__shift_warm|temp_dev__lower_sensitivity|biomass__none,3.1050407144882506,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__lower_resp_cost|canopy__increase|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_veg_growth,0.6569362375883014,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__lower_resp_cost|canopy__none|photo__higher_sensitivity|temp_inhib__shift_cold|temp_dev__lower_sensitivity|biomass__lower_sensitivity,0.8347773617641968,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__lower_sensitivity|canopy__increase|photo__decrease|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__none,4.613660535923832,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__more_fruit_growth|canopy__decrease|photo__lower_sensitivity|temp_inhib__shift_cold|temp_dev__lower_sensitivity|biomass__more_fruit_growth,1.3865397425733648,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__more_fruit_growth|canopy__increase|photo__higher_sensitivity|temp_inhib__widen_optimum|temp_dev__decrease|biomass__more_fruit_growth,4.065682498398853,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__more_fruit_growth|canopy__increase|photo__none|temp_inhib__narrow_optimum|temp_dev__decrease|biomass__higher_sensitivity,0.8508326278315718,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__more_veg_growth|canopy__increase|photo__increase|temp_inhib__widen_optimum|temp_dev__increase|biomass__lower_sensitivity,2.4318335294750524,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__none|canopy__decrease|photo__none|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__higher_sensitivity,4.963264861775451,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__none|canopy__increase|photo__higher_sensitivity|temp_inhib__shift_cold|temp_dev__lower_sensitivity|biomass__higher_sensitivity,0.7490409142684111,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__higher_resp_cost|canopy__decrease|photo__lower_sensitivity|temp_inhib__none|temp_dev__increase|biomass__more_fruit_growth,4.26045033596643,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__higher_resp_cost|canopy__increase|photo__none|temp_inhib__widen_optimum|temp_dev__decrease|biomass__lower_sensitivity,1.940602043233378,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__higher_sensitivity|canopy__increase|photo__decrease|temp_inhib__shift_cold|temp_dev__increase|biomass__more_fruit_growth,1.4839590473471953,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__lower_resp_cost|canopy__none|photo__increase|temp_inhib__shift_cold|temp_dev__decrease|biomass__none,0.6626998719431103,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__lower_sensitivity|canopy__none|photo__higher_sensitivity|temp_inhib__widen_optimum|temp_dev__decrease|biomass__lower_resp_cost,2.3122560433606423,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__more_fruit_growth|canopy__decrease|photo__higher_sensitivity|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_veg_growth,0.7877076990913282,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__more_fruit_growth|canopy__decrease|photo__none|temp_inhib__narrow_optimum|temp_dev__decrease|biomass__lower_sensitivity,0.8190569493441585,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__more_fruit_growth|canopy__increase|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_fruit_growth,1.1998688354042426,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__more_fruit_growth|canopy__none|photo__lower_sensitivity|temp_inhib__none|temp_dev__decrease|biomass__higher_resp_cost,2.1794381265398104,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__more_veg_growth|canopy__decrease|photo__none|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__higher_sensitivity,2.668342788942024,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__more_veg_growth|canopy__none|photo__increase|temp_inhib__widen_optimum|temp_dev__decrease|biomass__lower_resp_cost,1.159883799145126,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__increase|biomass__none|canopy__decrease|photo__decrease|temp_inhib__shift_warm|temp_dev__none|biomass__lower_resp_cost,4.491226176823817,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_resp_cost|canopy__decrease|photo__none|temp_inhib__none|temp_dev__decrease|biomass__lower_resp_cost,0.9133422094680392,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_resp_cost|canopy__increase|photo__higher_sensitivity|temp_inhib__shift_cold|temp_dev__higher_sensitivity|biomass__more_veg_growth,0.6211175880078951,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_resp_cost|canopy__increase|photo__none|temp_inhib__shift_cold|temp_dev__increase|biomass__higher_resp_cost,0.5601668420134092,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_resp_cost|canopy__increase|photo__none|temp_inhib__shift_cold|temp_dev__increase|biomass__more_fruit_growth,0.6372292773429576,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_resp_cost|canopy__none|photo__increase|temp_inhib__narrow_optimum|temp_dev__decrease|biomass__lower_resp_cost,0.9647745944256462,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_resp_cost|canopy__none|photo__none|temp_inhib__shift_cold|temp_dev__decrease|biomass__lower_resp_cost,0.9583849642880446,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__higher_sensitivity|canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__lower_sensitivity,0.9048256546391056,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_resp_cost|canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__lower_sensitivity|biomass__higher_resp_cost,0.811120633885706,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_resp_cost|canopy__increase|photo__none|temp_inhib__shift_warm|temp_dev__none|biomass__more_veg_growth,0.6674764023490697,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_resp_cost|canopy__increase|photo__none|temp_inhib__widen_optimum|temp_dev__higher_sensitivity|biomass__more_veg_growth,1.6400325431258078,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_resp_cost|canopy__none|photo__increase|temp_inhib__widen_optimum|temp_dev__decrease|biomass__more_veg_growth,0.8416230228235372,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_resp_cost|canopy__none|photo__none|temp_inhib__narrow_optimum|temp_dev__increase|biomass__lower_sensitivity,0.6565860259571527,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_sensitivity|canopy__decrease|photo__none|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__none,0.9399053868157292,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_sensitivity|canopy__none|photo__higher_sensitivity|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_sensitivity,0.8870074751382186,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_sensitivity|canopy__none|photo__higher_sensitivity|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__higher_resp_cost,1.648971613495538,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_fruit_growth|canopy__increase|photo__decrease|temp_inhib__widen_optimum|temp_dev__decrease|biomass__higher_sensitivity,0.7748899341032106,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_fruit_growth|canopy__increase|photo__lower_sensitivity|temp_inhib__widen_optimum|temp_dev__decrease|biomass__higher_resp_cost,0.7889763966385726,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_veg_growth|canopy__decrease|photo__increase|temp_inhib__widen_optimum|temp_dev__none|biomass__lower_resp_cost,0.6796952565341758,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_veg_growth|canopy__decrease|photo__none|temp_inhib__none|temp_dev__decrease|biomass__more_fruit_growth,0.915552797834648,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__more_veg_growth|canopy__decrease|photo__none|temp_inhib__shift_warm|temp_dev__increase|biomass__lower_sensitivity,1.1054939620102984,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__none|canopy__increase|photo__none|temp_inhib__shift_warm|temp_dev__none|biomass__lower_sensitivity,0.652963830399122,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__none|canopy__none|photo__increase|temp_inhib__narrow_optimum|temp_dev__increase|biomass__higher_resp_cost,0.6085035867701939,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__none|canopy__none|photo__lower_sensitivity|temp_inhib__widen_optimum|temp_dev__decrease|biomass__lower_sensitivity,0.8466457171450225,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_resp_cost|canopy__decrease|photo__decrease|temp_inhib__widen_optimum|temp_dev__decrease|biomass__higher_sensitivity,0.6875767550529363,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_resp_cost|canopy__decrease|photo__higher_sensitivity|temp_inhib__narrow_optimum|temp_dev__lower_sensitivity|biomass__lower_sensitivity,0.6932292331464774,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_resp_cost|canopy__decrease|photo__none|temp_inhib__none|temp_dev__higher_sensitivity|biomass__more_fruit_growth,2.080669958446916,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_resp_cost|canopy__increase|photo__lower_sensitivity|temp_inhib__none|temp_dev__none|biomass__none,0.8668298745131294,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_resp_cost|canopy__none|photo__lower_sensitivity|temp_inhib__shift_cold|temp_dev__decrease|biomass__more_veg_growth,0.8117817782441091,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__higher_sensitivity|canopy__none|photo__none|temp_inhib__widen_optimum|temp_dev__increase|biomass__none,3.047733039852113,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__lower_resp_cost|canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__decrease|biomass__none,0.7424211530567746,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__lower_resp_cost|canopy__decrease|photo__lower_sensitivity|temp_inhib__shift_cold|temp_dev__none|biomass__none,0.6967355687789912,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__lower_resp_cost|canopy__increase|photo__decrease|temp_inhib__none|temp_dev__increase|biomass__more_fruit_growth,2.620278148068966,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__lower_sensitivity|canopy__decrease|photo__increase|temp_inhib__shift_cold|temp_dev__increase|biomass__higher_sensitivity,0.7097348135359501,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__lower_sensitivity|canopy__increase|photo__increase|temp_inhib__none|temp_dev__increase|biomass__more_fruit_growth,2.4074050545449253,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_fruit_growth|canopy__decrease|photo__increase|temp_inhib__none|temp_dev__lower_sensitivity|biomass__higher_sensitivity,1.2800627008853982,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_fruit_growth|canopy__none|photo__decrease|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__lower_resp_cost,4.702560924759033,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_fruit_growth|canopy__none|photo__higher_sensitivity|temp_inhib__shift_cold|temp_dev__decrease|biomass__higher_sensitivity,0.6665724009686081,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_fruit_growth|canopy__none|photo__lower_sensitivity|temp_inhib__none|temp_dev__decrease|biomass__more_veg_growth,0.7000610958596143,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_fruit_growth|canopy__none|photo__lower_sensitivity|temp_inhib__none|temp_dev__none|biomass__higher_resp_cost,1.5367247214795017,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_fruit_growth|canopy__none|photo__lower_sensitivity|temp_inhib__none|temp_dev__none|biomass__more_veg_growth,1.2967084860640803,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_veg_growth|canopy__decrease|photo__higher_sensitivity|temp_inhib__none|temp_dev__lower_sensitivity|biomass__lower_sensitivity,0.5609989445431238,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_veg_growth|canopy__decrease|photo__higher_sensitivity|temp_inhib__widen_optimum|temp_dev__none|biomass__lower_sensitivity,0.8536313960946175,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_veg_growth|canopy__decrease|photo__none|temp_inhib__none|temp_dev__decrease|biomass__more_fruit_growth,0.5806152229890602,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__narrow_optimum|temp_dev__none|biomass__more_veg_growth|canopy__decrease|photo__none|temp_inhib__none|temp_dev__higher_sensitivity|biomass__more_fruit_growth,1.4581620327255305,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__higher_resp_cost|canopy__decrease|photo__decrease|temp_inhib__widen_optimum|temp_dev__decrease|biomass__higher_resp_cost,0.9792393004940022,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__higher_sensitivity|canopy__decrease|photo__decrease|temp_inhib__shift_warm|temp_dev__decrease|biomass__higher_resp_cost,0.972354259975288,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__higher_sensitivity|canopy__decrease|photo__decrease|temp_inhib__shift_warm|temp_dev__higher_sensitivity|biomass__higher_resp_cost,1.144895807727247,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__higher_sensitivity|canopy__increase|photo__increase|temp_inhib__shift_warm|temp_dev__lower_sensitivity|biomass__higher_resp_cost,0.901344372838236,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__lower_resp_cost|canopy__decrease|photo__higher_sensitivity|temp_inhib__widen_optimum|temp_dev__none|biomass__lower_sensitivity,0.7706279740419242,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__lower_sensitivity|canopy__decrease|photo__higher_sensitivity|temp_inhib__narrow_optimum|temp_dev__higher_sensitivity|biomass__higher_resp_cost,0.8678221146167391,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__lower_sensitivity|canopy__increase|photo__none|temp_inhib__shift_cold|temp_dev__higher_sensitivity|biomass__more_fruit_growth,1.1142600896653436,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
canopy__decrease|photo__decrease|temp_inhib__none|temp_dev__decrease|biomass__more_veg_growth|canopy__decrease|photo__increase|temp_inhib__narrow_optimum|temp_dev__none|biomass__lower_sensitivity,0.8924024969074841,2,0.3,0.5,,absolute_relative,1.0,0.05,1e-06,0
